ItemNumber,ItemName,CategoryName,CountryState
405,Ch La Grange Clinet 750ml,Bordeaux,France
804,Foxhorn Cabernet 1.5L,1.5L Cabernet,California
201,Beringer Founders' Chardonnay 1.5L,1.5L Chard,California
203,Beringer Founders' Merlot 1.5L,1.5L Merlot,California
176,Bella Sera Pinot Grigio 1.5L,1.5L Pinot Grigio,Italy
1026,Jacob's Creek Shiraz Reserve 750ml,Syrah/Shiraz,Australia
1851,Turning Leaf Chardonnay 1.5L,1.5L Chard,California
1408,Oyster Bay Pinot Noir 750ml,Pinot Noir,New Zealand
1409,Oyster Bay Sauvignon Blanc 750ml,Sauvignon Blanc,New Zealand
1012,J Vineyards Pinot Gris California 750ml,Pinot Grigio,California
736,Fat Bastard Chardonnay 1.5L,1.5L Chard,France
1917,Whitehaven Sauvignon Blanc 750ml,Sauvignon Blanc,New Zealand
962,Hess Cabernet Napa Allomi Vineyard 750ml,Cabernet Sauvignon,California
653,Dom Drouhin Pinot Noir Laurene 750ml,Pinot Noir,Oregon
1169,Lindemans Merlot Bin 40 1.5L,1.5L Merlot,Australia
19,7 Deadly Zins 750ml,Zinfandel,California
1678,Smoking Loon Cabernet 750ml,Cabernet Sauvignon,California
1914,Wente Merlot Sandstone 750ml 2001,Merlot,California
1485,Provenance Cabernet Rutherford 750ml,Cabernet Sauvignon,California
445,Chapoutier Belleruche CDR Rouge 750ml,Rhone,France
612,D'Arenberg Stump Jump Red 750ml,Misc Red,Australia
995,Inniskillin Vidal Icewine 375ml,Dessert,Canada
1964,Yellow Tail Merlot 1.5L,1.5L Merlot,Australia
1412,Pacific Peak Cabernet Sauvignon 750ml,Cabernet Sauvignon,California
895,Girard Artistry Red Napa Valley 750ml,Cabernet Sauvignon,California
1950,Wyndham Est Shiraz Bin 555 750ml,Syrah/Shiraz,Australia
1605,S Sohne Riesling Spatlese Blue 750ml,Wine - Germany,Germany
330,BV Coastal Chardonnay 750ml,Chardonnay,California
522,Concha Y Toro Casillero Chard 750ml,Chardonnay,Chile
435,Ch Ste Michelle Sauv Blanc Heaven 750ml,Sauvignon Blanc,Washington
562,Coppola Diamond Zinfandel 750ml,Zinfandel,California
1103,Korbel Chardonnay 750ml,Wine - Sparkling,California
994,Inniskillin Riesling Icewine 375ml,Dessert,Canada
1255,Masi Campofiorin 750ml 1997,Wine - Italy Red,Italy
1965,Yellow Tail Merlot 750ml,Merlot,Australia
615,Dancing Bull Zinfandel 750ml,Zinfandel,California
999,J Lohr Cabernet Hilltop 750ml,Cabernet Sauvignon,California
1826,Toasted Head Cabernet 750ml,Cabernet Sauvignon,California
1167,Lindemans Chardonnay Bin 65 1.5L,1.5L Chard,Australia
1622,Saracco Moscato d'Asti 750ml 2006,Dessert,Italy
1262,McManis Cabernet 750ml,Cabernet Sauvignon,California
1654,Shelton Riesling Estate Bottled 750ml,Local Wine,North Carolina
1263,McManis Merlot 750ml,Merlot,California
1413,Pacific Peak Chardonnay 750ml,Chardonnay,California
33,Adelsheim Pinot Noir Eliz Reserve 750ml,Pinot Noir,Oregon
1538,Ridge Three Valleys Red Sonoma 750ml 2005,Zinfandel,California
199,Beringer Founders' Cabernet 1.5L,1.5L Cabernet,California
1323,Momokawa Pearl Nigori Junmai Gingo 750ml,Wine (Misc),Oregon
1830,Tommasi Amarone 750ml,Wine - Italy Red,Italy
799,Forest Glen Chardonnay 1.5L,1.5L Chard,California
1853,Turning Leaf Merlot 1.5L,1.5L Merlot,California
508,Columbia Crest Cabernet Two Vines 750ml,Cabernet Sauvignon,California
1201,Louis Martini Cabernet Napa 750ml,Cabernet Sauvignon,California
74,Anton Bauer Gruner Veltliner Gmork 750ml,Wine - Germany,Austria
676,Dry Creek Zinfandel Heritage Vines 750ml 1999,Zinfandel,California
292,Boordy White Riesling 750ml,Local Wine,Maryland
87,Arbor Mist Peach Chardonnay 1.5L,Wine - White Zin./Beverage,New York
1315,Moet & Chandon Rose Imperial 750ml,French Champagne,France
920,Graham's Vintage Port 750ml 2000,Port/Sherry,Portugal
521,Concha Y Toro Casillero Carmenere 750ml,Misc Red,Chile
802,Four Vines Naked Chard Unoaked 750ml,Chardonnay,California
1497,Ramey Chardonnay Russian River 750ml 2005,Chardonnay,California
1280,Menage a Trois Red 750ml,Misc Red,California
1426,Patz & Hall Chardonnay Dutton Rnch 750ml 2005,Chardonnay,California
1254,Masciarelli Montepulciano 750ml,Wine - Italy Red,Italy
1630,Schug Pinot Noir Carneros 750ml,Pinot Noir,California
89,Arbor Mist Sangria Zinfandel 1.5L,Wine - White Zin./Beverage,New York
1878,Verdi Spumante 1.5L,Wine - Sparkling,Italy
529,Concha Y Toro Frontera Carmenere 1.5L,1.5L Other Red,Chile
1114,Kunde Zinfandel Sonoma 750ml 2015,Zinfandel,California
1510,Ravenswood Zinfandel Lodi 750ml,Zinfandel,California
1667,SIMI Sonoma County Merlot Red Wine 750ml,Merlot,California
894,Giesen Sauvignon Blanc 750ml,Sauvignon Blanc,New Zealand
1526,Redwood Creek Merlot 1.5L,1.5L Merlot,California
924,Greg Norman Shiraz 750ml,Syrah/Shiraz,Australia
363,Carlo Rossi Chianti 4L,Wine - 3L/4L,California
1697,Spy Valley Sauvignon Blanc 750ml,Sauvignon Blanc,New Zealand
1200,Louis Martini Cabernet Alex Valley 750ml,Cabernet Sauvignon,California
1338,Mondavi Prvt Sel Merlot 1.5L,1.5L Merlot,California
1089,Kim Crawford Pinot Noir 750ml,Pinot Noir,New Zealand
976,Honig Cabernet Napa 750ml,Cabernet Sauvignon,California
537,Concha Y Toro Marques Cabernet 750ml 2000,Cabernet Sauvignon,Chile
1680,Smoking Loon Merlot 750ml 1999,Merlot,California
727,Etude Pinot Noir Carneros 750ml 1999,Pinot Noir,California
632,David Bruce Pinot Noir RR 750ml 2005,Pinot Noir,California
1165,Lindemans Cabernet Bin 45 1.5L,1.5L Cabernet,Australia
1386,Nobilo Sauvignon Blanc Icon 750ml,Sauvignon Blanc,New Zealand
1537,Rex Goliath Pinot Noir 750ml,Pinot Noir,California
1533,Rex Goliath Chardonnay 750ml,Chardonnay,California
1535,Rex Goliath Merlot 750ml,Merlot,California
1953,"Yalumba ""Y"" Viognier 750ml",Misc White,Australia
1683,Sofia Blanc de Blancs 750ml,Wine - Sparkling,California
1604,S Sohne Riesling QbA Blue Bottle 1.5L,1.5L Other White,Germany
1941,Woodbridge Mondavi Pinot Grigio 1.5L,1.5L Pinot Grigio,California
1257,Maso Canali Pinot Grigio 750ml,Pinot Grigio,Italy
115,Ballatore Moscato Rose 750ml,Wine - Sparkling,California
75,Anton Bauer Gruner Veltliner Rosen 750ml,Wine - Germany,Austria
1956,Yellow Tail Cabernet 1.5L,1.5L Cabernet,Australia
351,Canella Bellini Peach 750ml,Wine - Sparkling,Italy
1091,Kim Crawford Sauvignon Blanc 750ml,Sauvignon Blanc,New Zealand
788,Flowers Pinot Noir Sonoma Coast 750ml,Pinot Noir,California
709,El Coto Rioja Crianza 750ml,Wine - Spain,Spain
658,Dom Serene Pinot Noir Evenstad Rsv 750ml 2012,Pinot Noir,Oregon
28,Acacia Pinot Noir Carneros 750ml,Pinot Noir,California
1769,Sutter Home White Merlot 750ml,Wine - White Zin./Beverage,California
1063,Justin Sauvignon Blanc 750ml,Sauvignon Blanc,California
180,Belle Glos Pinot Noir Clark & Tel 750ml,Pinot Noir,California
1429,Paul Hobbs Chardonnay Rus River 750ml,Chardonnay,California
1270,Menage a Trois Blanc 750ml,Misc White,California
1959,Yellow Tail Cabernet Merlot 750ml,Cabernet Sauvignon,Australia
1261,Matua Sauvignon Blanc Marlborough 750ml,Sauvignon Blanc,New Zealand
1775,Sweetland Cellars Jazzberry 750ml,Local Wine,Maryland
1184,Little Penguin Chardonnay 1.5L,1.5L Chard,Australia
1428,Paul Hobbs Cabernet Napa 750ml,Cabernet Sauvignon,California
106,Avalon Cabernet Sauvignon Napa 750ml,Cabernet Sauvignon,California
1607,Saint Hilaire Brut 750ml,Wine - Sparkling,France
869,Gaja Ca' Marcanda Promis 750ml 2011,Tuscany,Italy
1288,Merry Edwards Pinot Noir Sonoma 750ml,Pinot Noir,California
1290,Mezzacorona Pinot Grigio 1.5L,1.5L Pinot Grigio,Italy
1370,"Mumm Napa Cuvee ""M"" 750ml",Wine - Sparkling,California
336,Ca' Montini Aristocratico P Grigio 750ml,Pinot Grigio,Italy
576,Corbett Canyon Pinot Grigio 3LBox,Wine - 3L/4L,California
575,Corbett Canyon Pinot Grigio 1.5L,1.5L Pinot Grigio,California
904,Glen Ellen Pinot Grigio 1.5L,1.5L Pinot Grigio,California
1245,Marques de Caceres Rioja Gran Rsva 750ml,Wine - Spain,Spain
789,Foley Pinot Noir Santa Rita Hills 750ml,Pinot Noir,California
1629,Schug Chardonnay Sonoma 750ml,Chardonnay,California
570,Corbett Canyon Cabernet 3LBox,Wine - 3L/4L,California
237,Black Box Merlot 3LBox,Wine - 3L/4L,California
235,Black Box Chardonnay 3LBox,Wine - 3L/4L,California
1303,Mirassou Cabernet 750ml,Cabernet Sauvignon,California
225,Biale Zinfandel Napa Black Chicken 750ml,Zinfandel,California
1041,Joel Gott Zinfandel 750ml,Zinfandel,California
1040,Joel Gott Sauvignon Blanc 750ml,Sauvignon Blanc,California
704,Edge Cabernet Sauvignon 750ml,Cabernet Sauvignon,California
1747,Sutter Home Fre Merlot 750ml,Wine (Misc),California
633,David Bruce Pinot Noir Sonoma Cst 750ml,Pinot Noir,California
1305,Mirassou Merlot 750ml,Merlot,California
41,Allan Scott Sauvignon Blanc 750ml 2005,Sauvignon Blanc,New Zealand
1638,Seghesio Zinfandel Cortina 750ml,Zinfandel,California
1237,Mark West Pinot Noir 750ml,Pinot Noir,California
892,Ghost Pines Cabernet 750ml,Cabernet Sauvignon,California
409,Ch Montelena Cabernet Estate 750ml,Cabernet Sauvignon,California
1602,S Sohne Riesling Auslese Blue 750ml,Wine - Germany,Germany
1488,Quilceda Creek Cabernet Columbia 750ml 2010,Cabernet Sauvignon,Washington
71,Antinori Pian dell Vigne Brunello 750ml 2001,Tuscany,Italy
358,Carlo Rossi Cabernet 4L,Wine - 3L/4L,California
1587,Ruffino Il Leo Chianti Superiore 750ml,Tuscany,Italy
1364,Mulderbosch Sauvignon Blanc 750ml 2011,Sauvignon Blanc,South Africa
34,Alamos Cabernet 750ml,Cabernet Sauvignon,Argentina
1221,MacMurray Ranch Pinot Noir RRV 750ml,Pinot Noir,California
620,Darioush Cabernet Napa Signature 750ml,Cabernet Sauvignon,California
1531,Rex Goliath Cabernet 750ml,Cabernet Sauvignon,California
1971,Yellow Tail Pinot Grigio 750ml,Pinot Grigio,Australia
1307,Mirassou Pinot Noir 750ml,Pinot Noir,California
1185,Little Penguin Merlot 1.5L,1.5L Merlot,Australia
1432,Paul Hobbs Pinot Noir RRV 750ml,Pinot Noir,California
341,Cakebread Merlot 750ml,Merlot,California
105,Avalon Cabernet Sauvignon CA 750ml,Cabernet Sauvignon,California
140,Barefoot Cellars Cabernet 750ml,Cabernet Sauvignon,California
142,Barefoot Cellars Chardonnay 750ml,Chardonnay,California
1530,Rex Goliath Cabernet 1.5L,1.5L Cabernet,California
1534,Rex Goliath Merlot 1.5L,1.5L Merlot,California
234,Black Box Cabernet 3LBox,Wine - 3L/4L,Chile
1619,Santa Margherita Prosecco 750ml,Wine - Sparkling,Italy
664,Dona Paula Malbec 750ml,Malbec,Argentina
1570,Rombauer Cabernet Napa 750ml,Cabernet Sauvignon,California
764,Feudi di San Gregorio Falanghina 750ml,Wine - Italy White,Italy
310,Bota Box Shiraz 3LBox,Wine - 3L/4L,California
1760,Sutter Home Pinot Grigio 187ml-4p,Wine (Misc),California
1957,Yellow Tail Cabernet 750ml,Cabernet Sauvignon,Australia
724,Estancia Pinot Grigio 750ml,Pinot Grigio,California
1528,Relax Riesling 750ml,Wine - Germany,Germany
475,Cielo Pinot Grigio 750ml,Pinot Grigio,Italy
1782,Talbott Chardonnay Kali Hart 750ml,Chardonnay,California
141,Barefoot Cellars Chardonnay 1.5L,1.5L Chard,California
1634,Sebastiani Cabernet Alex Valley 750ml 2001,Cabernet Sauvignon,California
1532,Rex Goliath Chardonnay 1.5L,1.5L Chard,California
1544,Righetti Amarone 750ml,Wine - Italy Red,Italy
1958,Yellow Tail Cabernet Merlot 1.5L,1.5L Cabernet,Australia
1304,Mirassou Chardonnay 750ml,Chardonnay,California
933,Gruet Blanc de Blancs 750ml,Wine - Sparkling,New Mexico
288,Boordy Seyval Vidal Chardonnay 750ml,Local Wine,Maryland
143,Barefoot Cellars Merlot 1.5L,1.5L Merlot,California
1911,Wente Cabernet Wetmore Reserve 750ml,Cabernet Sauvignon,California
161,Barefoot Cellars Sauvignon Blanc 750ml,Sauvignon Blanc,California
85,Arbor Mist Island Fruit Pinot Grig 1.5L,Wine - White Zin./Beverage,New York
1574,Rombauer Zinfandel 750ml,Zinfandel,California
1527,Redwood Creek Pinot Noir 1.5L,1.5L Other Red,California
807,Foxhorn Pinot Grigio /Ch 1.5L,1.5L Pinot Grigio,California
300,Bota Box Merlot 3LBox,Wine - 3L/4L,California
252,Blackstone Merlot California 1.5L,1.5L Merlot,California
190,Beringer CA Coll Pinot Grigio 1.5L,1.5L Pinot Grigio,California
1127,La Marca Prosecco 750ml,Wine - Sparkling,Italy
1361,Muga Rioja Reserva Unfiltered 750ml 2013,Wine - Spain,Spain
1362,Muga Rioja Seleccion Especial Res 750ml 2004,Wine - Spain,Spain
60,Andre Peach (Moscato) 750ml,Wine - Sparkling,California
1785,Talbott Pinot Noir Kali Hart 750ml,Pinot Noir,California
893,Ghost Pines Merlot 750ml,Merlot,California
164,Barefoot Cellars White Zinfandel 1.5L,Wine - White Zin./Beverage,California
1302,Mionetto Prosecco Brut 750ml,Wine - Sparkling,Italy
921,Graham Beck Brut 750ml,Wine - Sparkling,South Africa
422,Ch Ste Michelle Chard Indian Wells 750ml 2002,Chardonnay,Washington
1297,Migration Pinot Noir 750ml,Pinot Noir,California
481,Cline Mourvedre Ancient Vine 750ml,Misc Red,California
622,Darioush Chardonnay 750ml 2005,Chardonnay,California
297,Bota Box Chardonnay 3LBox,Wine - 3L/4L,California
270,Bogle Phantom Red 750ml,Misc Red,California
1895,Villa Antinori Toscana Red 750ml 2001,Tuscany,Italy
1348,Monkey Bay Sauvignon Blanc 750ml,Sauvignon Blanc,New Zealand
1699,St Cosme Cotes du Rhone 750ml,Rhone,France
701,Earthquake Zinfandel 750ml,Zinfandel,California
108,Avignonesi Vino Nobile Montepulcia 750ml,Tuscany,Italy
29,Achaval Ferrer Quimera Mendoza 750ml,Malbec,Argentina
559,Coppola Diamond Pinot Noir 750ml,Pinot Noir,California
379,Casanova di Neri Brunello T Nuova 750ml 2003,Tuscany,Italy
275,Bolla Chianti 1.5L,1.5L Other Red,Italy
1828,Tobin James Cabernet 750ml,Cabernet Sauvignon,California
1267,Meiomi Pinot Noir 750ml,Pinot Noir,California
165,Barefoot Cellars White Zinfandel 750ml,Wine - White Zin./Beverage,California
1519,Red Diamond Merlot 750ml,Merlot,Washington
419,Ch St Jean Merlot California 750ml,Merlot,California
1138,Las Rocas Garnacha 750ml 2006,Wine - Spain,Spain
1875,Verdi Peach Sparkletini 750ml,Wine - Sparkling,Italy
1496,Ramey Chardonnay Ritchie RRV 750ml 2005,Chardonnay,California
305,Bota Box Pinot Grigio 3LBox,Wine - 3L/4L,California
950,Hall Cabernet Napa 750ml,Cabernet Sauvignon,California
338,Cain Concept 750ml,Cabernet Sauvignon,California
643,DeLoach Pinot Noir California 750ml,Pinot Noir,California
384,Catena Alta Malbec 750ml,Malbec,Argentina
1213,Luigi Bosca Malbec Reserva 750ml 2013,Malbec,Argentina
1136,LAN Rioja Crianza 750ml,Wine - Spain,Spain
1436,Peju Province Cabernet Napa 750ml 2001,Cabernet Sauvignon,California
160,Barefoot Cellars Sauvignon Blanc 1.5L,1.5L Sauv Blanc,California
144,Barefoot Cellars Merlot 750ml,Merlot,California
1518,Red Diamond Cabernet 750ml,Cabernet Sauvignon,California
835,Franzia White Merlot 5LBox,Box Wines,Global
1545,Rihaku Wandering Poet Sake 720ml,Wine (Misc),Japan
754,Ferrari-Carano Tresor Reserve Red 750ml 2004,Cabernet Sauvignon,California
912,Gnarly Head Old Vine Zin 750ml,Zinfandel,California
361,Carlo Rossi Chardonnay 4L,Wine - 3L/4L,California
1340,Mondavi Prvt Sel Pinot Grigio 750ml,Pinot Grigio,California
582,Crane Lake Cabernet 750ml,Cabernet Sauvignon,California
583,Crane Lake Merlot 750ml,Merlot,California
1419,Pahlmeyer Jayson Chardonnay 750ml,Chardonnay,California
1183,Little Penguin Cabernet Sauvignon 1.5L,1.5L Cabernet,Australia
1360,Muga Gran Reserva Prado Enea 750ml 2010,Wine - Spain,Spain
1499,Ramey Claret Napa 750ml 2005,Cabernet Sauvignon,California
1383,Nickel & Nickel Chardonay Truchard 750ml 2006,Chardonnay,California
610,D'Arenberg Shiraz Dead Arm 750ml,Syrah/Shiraz,Australia
1380,Nickel & Nickel Cabernet Branding 750ml,Cabernet Sauvignon,California
123,Banfi Rosso di Montalcino 750ml,Tuscany,Italy
713,Emilio Moro Ribera del Duero 750ml 2009,Wine - Spain,Spain
497,Cloudline Pinot Noir 750ml,Pinot Noir,Oregon
1786,Talbott Pinot Noir Logan 750ml,Pinot Noir,California
613,Da Vinci Chianti 750ml,Tuscany,Italy
139,Barefoot Cellars Cabernet 1.5L,1.5L Cabernet,California
1495,Ramey Chardonnay Hyde Carneros 750ml 2005,Chardonnay,California
93,Argyle Pinot Noir Nuthouse 750ml,Pinot Noir,Oregon
1920,Willamette Valley Pinot Noir Clust 750ml,Pinot Noir,Oregon
1945,Woodbridge Mondavi Riesling 1.5L,1.5L Other White,California
421,Ch Ste Michelle Cabernet Ind Wells 750ml 2008,Cabernet Sauvignon,Washington
191,Beringer CA Coll Pinot Grigio 750ml,Pinot Grigio,California
1384,Nickel & Nickel Merlot Harris 750ml,Merlot,California
1471,Pomelo Sauvignon Blanc 750ml,Sauvignon Blanc,California
1547,Riondo Prosecco 750ml,Wine - Sparkling,Italy
1876,Verdi Raspberry 1.5L,Wine - Sparkling,Italy
54,Amancaya Malbec Cabernet Gran Rsva 750ml,Malbec,Argentina
416,Ch St Jean Cabernet California 750ml,Cabernet Sauvignon,California
245,Black Box Shiraz 3LBox,Wine - 3L/4L,California
448,Chappellet Mountain Cuvee 750ml 2017,Cabernet Sauvignon,California
1015,Jackson Triggs Vidal Icewine 187ml,Dessert,Canada
1877,Verdi Raspberry 750ml,Wine - Sparkling,Italy
25,A to Z Pinot Gris 750ml,Pinot Grigio,Oregon
323,Burgans Albarino Rias Baixas 750ml 2010,Wine - Spain,Spain
1856,Two Hands Shiraz Angel Share 750ml,Syrah/Shiraz,Australia
372,Carlo Rossi White Zinfandel 4L,Wine - 3L/4L,California
447,Chappellet Cabernet Napa Signature 750ml 2016,Cabernet Sauvignon,California
1352,Montes Carmenere Purple Angel 750ml,Misc Red,Chile
1058,Juan Gil Jumilla 750ml 2005,Wine - Spain,Spain
1067,Kathryn Hall Cabernet Napa 750ml,Cabernet Sauvignon,California
26,A to Z Pinot Noir 750ml,Pinot Noir,Oregon
1857,Two Hands Shiraz Gnarly Dudes 750ml,Syrah/Shiraz,Australia
364,Carlo Rossi Merlot 4L,Wine - 3L/4L,California
874,Gallo Family Vineyards Moscato 1.5L,1.5L Other White,California
295,Borsao Tres Picos Campo de Borja 750ml 2011,Wine - Spain,Spain
772,Fisheye Pinot Grigio 3LBox,Wine - 3L/4L,Australia
1682,Sofia Blanc de Blancs 187ml-4p,Wine - Sparkling,California
1353,Montes Classic Cabernet 750ml,Cabernet Sauvignon,Chile
1931,Woodbridge Mondavi Cabernet 187ml-4p,Wine (Misc),California
1422,Pahlmeyer Proprietary Red 750ml 2005,Cabernet Sauvignon,California
1657,Shoofly Shiraz 750ml,Syrah/Shiraz,Australia
213,Beringer Private Reserve Cabernet 750ml 2009,Cabernet Sauvignon,California
881,Garnacha de Fuego Old Vines 750ml 2006,Wine - Spain,Spain
853,Frey Organic Cabernet 750ml,Cabernet Sauvignon,California
1313,Moet & Chandon Nectar Imp Rose 750ml,French Champagne,France
587,Cristalino Brut Rose 750ml,Wine - Sparkling,Spain
682,Duckhorn Merlot Napa 375ml,Wine (Misc),California
1498,Ramey Chardonnay Sonoma Coast 750ml 2005,Chardonnay,California
1858,Two Hands Shiraz Lily's Garden 750ml,Syrah/Shiraz,Australia
1908,Wairau River Sauvignon Blanc 750ml 2014,Sauvignon Blanc,New Zealand
943,Hahn Pinot Noir 750ml 2003,Pinot Noir,California
913,Goldeneye Pinot Noir 750ml,Pinot Noir,California
1172,Lindemans Rich Red Blend 1.5L,1.5L Shiraz,Australia
1631,Schug Pinot Noir Sonoma 750ml,Pinot Noir,California
1038,Joel Gott Cabernet 815 750ml,Cabernet Sauvignon,California
1487,Quady Red Electra 750ml,Dessert,California
290,Boordy Syrah 750ml,Local Wine,Maryland
1363,Mulderbosch Cabernet Rose 750ml 2012,Dry Rose,South Africa
442,Chandon Brut Classic 187ml,Wine - Sparkling,California
1310,Moet & Chandon Imperial Brut 187ml,Wine - Sparkling,France
6,14 Hands Merlot 750ml,Merlot,Washington
136,Barefoot Cellars Bubbly Brut 750ml,Wine - Sparkling,California
150,Barefoot Cellars Pinot Grigio 750ml,Pinot Grigio,California
392,Cavit Riesling 1.5L,1.5L Other White,Italy
1318,Molly Dooker Cabernet Maitre D 750ml,Cabernet Sauvignon,Australia
585,Crios de Susana Balbo Torrontes 750ml,Misc White,Argentina
1390,Norton Malbec Reserve 750ml,Malbec,Argentina
561,Coppola Diamond Sauvignon Blanc 750ml,Sauvignon Blanc,California
608,Cusumano Nero d'Avola Sicilia 750ml 2007,Wine - Italy Red,Italy
171,Bartenura Malvasia 750ml,Wine (Misc),Italy
118,Banfi Chianti Classico 750ml,Tuscany,Italy
493,Clos du Bois Pinot Grigio 750ml,Pinot Grigio,California
1171,Lindemans Pinot Grigio Bin 85 750ml,Pinot Grigio,Australia
1973,Yellow Tail Pinot Noir 750ml,Pinot Noir,Australia
401,Ch Beaucastel Ch du Pape Rouge 750ml 2015,Rhone,France
710,Elk Cove Pinot Gris 750ml 2015,Pinot Grigio,Oregon
711,Elk Cove Pinot Noir Willamette 750ml 2014,Pinot Noir,Oregon
899,Girard Sauvignon Blanc Napa Valley 750ml,Sauvignon Blanc,California
1405,Our Daily Red 750ml,Misc Red,California
1935,Woodbridge Mondavi Chardonnay 187ml-4p,Wine (Misc),California
1939,Woodbridge Mondavi Merlot 187ml-4p,Wine (Misc),California
1975,Yellow Tail Riesling 750ml,Gewurztraminer/Riesling,Australia
1906,Voga Pinot Grigio 750ml,Pinot Grigio,Italy
486,Clos de los Siete 750ml,Malbec,Argentina
771,Fisheye Pinot Grigio 1.5L,1.5L Pinot Grigio,Australia
1430,Paul Hobbs CrossBarn Cabernet Napa 750ml,Cabernet Sauvignon,California
1356,Moselland Riesling Painted Landmrk 750ml,Wine - Germany,Germany
1736,Sterling Vintner's Pinot Noir 750ml,Pinot Noir,California
1211,Luca Malbec 750ml,Malbec,Argentina
1337,Mondavi Prvt Sel Meritage 750ml,Cabernet Sauvignon,California
1516,Real Sangria 3LBox,Wine - 3L/4L,Spain
1735,Sterling Vintner's Pinot Grigio 750ml,Pinot Grigio,California
483,Cline Viognier 750ml,Misc White,California
1194,Livingston Cellars Sangria 3L,Wine - 3L/4L,California
417,Ch St Jean Cabernet Sonoma 750ml 1999,Cabernet Sauvignon,California
246,Black Chook Sparkling Shiraz 750ml,Wine - Sparkling,Australia
1018,Jacob's Creek Chardonnay 1.5L,1.5L Chard,Australia
1151,Layer Cake Shiraz 750ml,Syrah/Shiraz,Australia
590,Cune Rioja Crianza 750ml,Wine - Spain,Spain
700,Earthquake Petite Sirah 750ml,Misc Red,California
1888,Veuve Clicquot Brut Rose NV 750ml,French Champagne,France
1835,Trapiche Broquel Malbec 750ml,Malbec,Argentina
177,Bella Sera Pinot Noir 1.5L,1.5L Other Red,Italy
979,Hook & Ladder Chardonnay RRV 750ml,Chardonnay,California
1509,Ravenswood Zen of Zin 750ml,Zinfandel,California
465,Chimney Rock Elevage 750ml,Cabernet Sauvignon,California
1942,Woodbridge Mondavi Pinot Noir 1.5L,1.5L Other Red,California
22,A by Acacia Pinot Noir 750ml,Pinot Noir,California
1575,Root 1 Cabernet Sauvignon 750ml,Cabernet Sauvignon,Chile
1812,Terrazas Los Andes Malbec Reserva 750ml,Malbec,Argentina
649,Dog Point Sauvignon Blanc 750ml 2011,Sauvignon Blanc,New Zealand
1321,Molly Dooker Shiraz The Boxer 750ml,Syrah/Shiraz,Australia
527,Concha Y Toro Frontera Cabernet 1.5L,1.5L Cabernet,Chile
1685,Sofia Rose 750ml,Dry Rose,California
1066,Kaiken Malbec Ultra 750ml,Malbec,Argentina
1594,Ruinart Blanc de Blancs NV 750ml,French Champagne,France
3,14 Hands Cabernet 750ml,Cabernet Sauvignon,Washington
770,Fisheye Chardonnay 3LBox,Wine - 3L/4L,Australia
1615,Santa Ema Merlot Reserve 750ml,Merlot,Chile
588,Cristom Pinot Noir Mt. Jefferson 750ml,Pinot Noir,Oregon
21,A by Acacia Chardonnay 750ml,Chardonnay,California
1122,La Crema Pinot Noir RRV 750ml,Pinot Noir,California
1317,Molly Dooker 2 Left Feet SCM 750ml,Syrah/Shiraz,Australia
149,Barefoot Cellars Pinot Grigio 1.5L,1.5L Pinot Grigio,California
1319,Molly Dooker Shiraz Blue Eyed Boy 750ml,Syrah/Shiraz,Australia
940,Gundlach Mountain Cuvee 750ml,Cabernet Sauvignon,California
1115,L'Ecole #41 Cabernet Walla Walla 750ml 2002,Cabernet Sauvignon,Washington
137,Barefoot Cellars Bubbly Extra Dry 750ml,Wine - Sparkling,California
706,Edna Valley Cabernet 750ml,Cabernet Sauvignon,California
1024,Jacob's Creek Shiraz 1.5L,1.5L Shiraz,Australia
577,Corbett Canyon Pinot Noir 3LBox,Wine - 3L/4L,California
1679,Smoking Loon Chardonnay 750ml 2000,Chardonnay,California
1845,Trivento Malbec 750ml,Malbec,Argentina
1817,The Prisoner Red Blend 750ml,Zinfandel,California
1407,Oyster Bay Chardonnay 750ml,Chardonnay,New Zealand
1079,Kendall Jackson Red Wine Blend 750ml,Cabernet Sauvignon,California
1022,Jacob's Creek Shiraz-Cabernet 1.5L,1.5L Shiraz,Australia
831,Franzia Pinot Grigio 5LBox,Box Wines,California
1037,Jeunesse Cabernet 750ml,Wine (Misc),California
53,Alpha Omega Cab Sauv Napa 750ml,Cabernet Sauvignon,California
1118,La Crema Chardonnay RRV 750ml,Chardonnay,California
1343,Mondavi Rsv To Kalon Cabernet Napa 750ml,Cabernet Sauvignon,California
1870,Vendange Chardonnay 500ml,Wine (Misc),Global
1220,MacMurray Ranch Pinot Noir Cen Cst 750ml,Pinot Noir,California
1695,Spellbound Petit Sirah 750ml,Misc Red,California
911,Gnarly Head Chardonnay 750ml,Chardonnay,California
1596,Rustenberg Chardonnay 750ml 2010,Chardonnay,South Africa
377,Carroll's Mead 750ml,Dessert,New York
1693,Sonoma-Cutrer Chardonnay Sonoma Co 750ml,Chardonnay,California
1320,Molly Dooker Shiraz Carnvl of Love 750ml,Syrah/Shiraz,Australia
565,Coppola Director's Pinot Noir 750ml,Pinot Noir,California
1929,Woodbridge Mondavi Cab-Merlot 1.5L,1.5L Cabernet,California
195,Beringer Chardonnay California 750ml,Chardonnay,California
714,Emmolo Merlot Napa 750ml,Merlot,California
910,Gnarly Head Cabernet 750ml,Cabernet Sauvignon,California
584,Crane Lake Petite Sirah 750ml,Misc Red,California
